,molecule,logp,logd,dataset_type
14138,O=C(OC1CCCCC1)n1cc(F)c(=O)[nH]c1=O,1.42,,validation
14139,CN(C)c1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2C,2.72,,validation
14140,CC(O)(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F,3.21,,validation
14141,C=C(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,5.3,,validation
14142,CCCCCCC1OC(=O)c2cc(N)ccc21,3.65,,validation
14143,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,,2.9,validation
14144,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,,1.69,validation
14145,CCOC(=O)Nc1ccc2nn(C)nc2c1,1.83,,validation
14146,CCC(=O)c1ccncc1,0.77,,validation
14147,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,2.36,,validation
14148,CC(C)Oc1cc(OCCCN2CCCC2)cc2[nH]cnc(=Nc3c(Cl)ccc4c3OCO4)c12,,3.1,validation
14149,c1cn(C23CC4CC(CC(C4)C2)C3)cn1,2.9,,validation
14150,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,,3.68,validation
14151,Cc1ccc(C(C)C)c(O)c1,3.3,,validation
14152,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,,2.82,validation
14153,COC(=O)C1C2CCC(C[C@@H]1c1ccc(I)cc1)N2CCCF,,2.3,validation
14154,Cc1[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c(C)c1C(=O)NCC(=O)CN1CCOCC1,,2.22,validation
14155,CCOc1cccc(NC(=O)OCCN2CCOCC2)c1,2.5,,validation
14156,O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.73,,validation
14157,Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-2.67,,validation
14158,CC1OC(=O)c2ccccc21,1.41,,validation
14159,Cn1c(=O)c2c(-c3ccc(S(C)(=O)=O)o3)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,2.71,validation
14160,CCCCCC(=O)NC1(CCC)CCCC1,4.28,,validation
14161,CCN(CC)S(=O)(=O)c1ccc(OC)c(N)c1,1.7,,validation
14162,Nc1ccc(C(=O)Oc2ccc(F)cc2)c(O)c1,3.27,,validation
14163,CC1=C(C(=O)O)C(C(=O)O)CC(C)C1,1.53,,validation
14164,COc1cc(-n2nc(C)cc2OC)ncn1,1.53,,validation
14165,O=C(c1cccc(COCC(F)(F)C(F)F)c1)N1CC[C@@H](C(F)(F)F)n2nccc21,4.27,,validation
14166,CCCCSC1=CC(=O)c2ccccc2C1=O,3.29,,validation
14167,O=NN1CCCC(O)C1,-0.47,,validation
14168,O=C1CC(c2ccccc2)c2ccccc2N1,2.79,,validation
14169,N=c1[nH][nH]cc1S(=O)(=O)c1ccccc1,,1.1,validation
14170,CNCC1CCC2(NC)c3ccccc3CC2C1,2.48,,validation
14171,O=C(Nc1ccccc1)c1ccccc1,2.62,2.8,validation
14172,NS(=O)(=O)c1ccc(CCN=c2ccc3nnc(-c4ccccc4)n3[nH]2)cc1,,2.19,validation
14173,CC(C)(C)c1ccccc1OCC(=O)O,3.33,,validation
14174,CCOC1OC2OC3(C)CC(O)C4C(C)CCC(C1C)C24OO3,2.7,,validation
14175,Nc1ccc([N+](=O)[O-])cc1,1.39,,validation
14176,CC(=O)C(N)C(=O)NC(C(=O)NC(CC(C)C)C(O)O)C(C)C,-1.97,,validation
14177,CCCCCCC(NC(C)=O)C(=O)OC,1.7,,validation
14178,COC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.95,,validation
14179,CC(CN1CCCCC1)C(=O)c1ccccc1,3.51,,validation
14180,CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87,,validation
14181,CCS(=O)c1cnc2ccccc2n1,2.29,,validation
14182,O=C(Cc1ccccc1)c1ccc2n1CCC2C(=O)O,2.52,,validation
14183,CC(C)=NO,0.12,,validation
14184,C[C@]12CO[C@]3(C(=O)NCC(F)(F)F)C[C@H]1CC[C@]23C,3.11,,validation
14185,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1,3.78,,validation
14186,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0.95,,validation
14187,COc1ccccc1/C=C/C(=O)O,2.54,,validation
14188,CCCc1c(C)ssc1=S,3.39,,validation
14189,CC(=O)Nc1cccc(N=c2nc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)nc[nH]2)c1C,,4.4,validation
14190,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,6.78,,validation
14191,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,3.7,validation
14192,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.31,,validation
14193,Cn1ccc(=O)[nH]c1=O,-1.2,,validation
14194,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(CO)cccn23)c(Cl)c[nH]1,,3.1,validation
14195,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,4.9,,validation
14196,CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1,0.86,,validation
14197,Cc1nc(Br)c([N+](=O)[O-])[nH]1,1.14,,validation
14198,O=c1c2c(nc3n1CCCC3)CCC2,0.72,,validation
14199,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,6.72,,validation
14200,C=CCOCCO,-0.1,,validation
14201,CCNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,,2.24,validation
14202,O=C(O)COc1ccc(C2CCCCC2)cc1,3.79,,validation
14203,CCOc1cncc(OCC)n1,2.55,,validation
14204,Cc1ccc(C(=N)c2ccc(C)cc2)cc1,3.71,,validation
14205,CC(C)NC(O)=NO,0.2,,validation
14206,Cc1cnc2n(c1=O)C(C)CCC2,0.82,,validation
14207,CC(C)(C)NC(=O)C1CN(C(=O)OCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,4.67,,validation
14208,N=c1cc[nH]c2ccccc12,1.63,,validation
14209,CN(C)N=Nc1ccccc1C(=O)NC#N,0.8,,validation
14210,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,0.49,validation
14211,Clc1ccc(Cl)c(NC2=NCCN2)c1Cl,2.46,,validation
14212,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)CC(O)C1O,1.2,,validation
14213,CCCCCCC[N+](C)(C)CCCCS(=O)(=O)[O-],-1.23,,validation
14214,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,,1.91,validation
14215,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,,3.3,validation
14216,c1ccc(CCNCc2ccccc2)cc1,,1.65,validation
14217,C=c1c(O)cc(C)c(O)c1=C,1.82,,validation
14218,COC(=O)COc1ccccc1,1.41,,validation
14219,O=c1cc(O)n(-c2ccccc2)n1-c1ccccc1,1.45,,validation
14220,CNC1(C)C2CCC(C2)C1(C)C,,-0.84,validation
14221,CCC(C)NC(=O)C(=Cc1ccccc1)Sc1ccccc1,4.36,,validation
14222,CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1ccccc1Cl,2.5,,validation
14223,N=c1[nH]c(=N)[nH]c(=N)[nH]1,-1.37,,validation
14224,N#Cc1cccc(-c2cccc(C(=O)O)c2)c1,,0.3,validation
14225,Cc1cn(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,,3.04,validation
14226,O=C(Oc1ccccc1Cl)N1CCCC1,3.13,,validation
14227,c1ccsc1,1.81,,validation
14228,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,,2.34,validation
14229,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,5.68,,validation
14230,CC(=O)Nc1cc(O)n(-c2ccccc2)c1O,-0.33,,validation
14231,Cc1ccc(NCc2ccc3n2CC(=C2CCn4c(CNc5ccc(C)cc5)ccc42)C3=O)cc1,6.51,,validation
14232,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCOCC1,,1.0,validation
14233,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1c(Cl)ccc2nc(CN3CCN(CCO)CC3)ccc12,,2.93,validation
14234,CCN1CCOc2cc(COc3ccccc3)cnc21,,3.7,validation
14235,NC(Cc1ccc(Cl)cc1)C(=O)O,-0.48,,validation
14236,CSc1ccc(S(=O)(=O)N(CC(=O)NC[C@@H]2CCCO2)c2ccc(C)cc2)cc1,4.3,,validation
14237,CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,-0.1,,validation
14238,CCN1CCc2[nH]c(=N)oc2CC1,0.05,,validation
14239,CC(=O)c1ccccc1O,1.92,,validation
14240,CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,1.36,,validation
14241,CN=c1[nH]cnc2c(CNc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)cccc12,,4.0,validation
14242,CC1CN1C1=CC(=O)c2ccccc2C1=O,2.17,,validation
14243,CN(C)C(=O)Oc1cccc([N+](=O)[O-])c1,1.56,,validation
14244,O=[N+]([O-])/C=C/c1cccc([N+](=O)[O-])c1,1.82,,validation
14245,N#Cc1ccncc1C#N,0.24,,validation
14246,Cc1c[nH]c(=Cc2c(O)[nH]c3ccccc23)c1=CCC(=O)O,,1.2,validation
14247,Cc1cccc(S(N)(=O)=O)c1,0.85,,validation
14248,CCc1cc(=O)n2c(C)cccc2n1,1.59,,validation
14249,CCCCSc1ccccc1OC(=O)NC,2.98,,validation
14250,O=C(O)CONC(=O)c1ccccc1,-0.27,,validation
14251,O=C(CN1CCCCC1)Nc1ccc(Br)cc1,3.57,,validation
14252,CC/N=C1\S/C(=C\c2cn(CC(=O)Nc3cccc(C)c3)c3ccccc23)C(=O)N1CC,5.8,,validation
14253,Cc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O,0.16,,validation
14254,COc1cccc(OC)c1C(=O)N=c1[nH]nc(-c2ccc(F)cc2)s1,3.5,,validation
14255,C=COC(C)=O,0.73,,validation
14256,CCCNC(=O)c1n[nH]c2c(-c3ncccn3)c(F)ccc2c1=N,,2.07,validation
14257,N=c1[nH]cnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,,2.37,validation
14258,O=C(O)c1ccccc1Nc1cccc(O)c1,3.49,,validation
14259,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(OC(C)=O)cc1,1.67,,validation
14260,CCCCOCCOCCCC,2.48,,validation
14261,CCC(C)C(NC(=O)C(NC(=O)C(NC(C)=O)C(C)C)C(C)C)C(N)=O,0.49,,validation
14262,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NC(C)C)c(C)[nH]n2-c2ccccc2)cc1,,0.46,validation
14263,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,2.55,validation
14264,CCNP(=O)(OCC)ON=C(C#N)c1ccc([N+](=O)[O-])cc1,1.76,,validation
14265,O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1,,0.58,validation
14266,O=C(O)CCCn1nc2ccccc2n1,0.6,,validation
14267,CNC(=O)Oc1ccccc1C#N,0.86,,validation
14268,Cc1ccc(C(=O)N(C)C)cc1,1.72,,validation
14269,Cc1cc(OCCN(C)C)c(C(C)C)cc1O,2.93,,validation
14270,O=C(CNC(O)c1cc(=O)[nH]c2ccccc12)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,,3.48,validation
14271,Cn1ccnc1,-0.06,,validation
14272,CCN(CC)c1nc(=NC(C)C)nc(Cl)[nH]1,3.94,,validation
14273,CN(C)CCNC(=O)c1ccccc1,1.1,,validation
14274,c1nc(N2CCOCC2)c2sccc2n1,1.65,,validation
14275,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,,2.6,validation
14276,CCC(C)c1ccccc1O,3.27,,validation
14277,CC(=O)NCCc1ccc(S(=O)(=O)N2CCOCC2)cc1,2.0,,validation
14278,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.91,,validation
14279,CCOc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,1.18,,validation
14280,CCc1ccccn1,1.69,,validation
14281,Cn1cnc([N+](=O)[O-])c1N,-1.0,,validation
14282,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,5.41,3.37,validation
14283,O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,,1.95,validation
14284,COc1ccccc1[C@@H]1C=C2N=C(C)C(C(=O)OC3CCCC3)[C@@H](c3ccc(OC(C)=O)cc3)C2C(=O)C1,5.81,,validation
14285,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45,1.65,validation
14286,COc1cccc(NS(=O)(=O)C(F)(F)F)c1,3.13,,validation
14287,FC(F)(F)c1nc(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)no1,6.06,,validation
14288,Clc1ccc(C2CC=CCNC2)cc1Cl,,1.86,validation
14289,CCC(C(=O)OCc1ccc(Cl)cc1)C(COC(=O)c1ccccc1)Cc1cncn1C,4.9,,validation
14290,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,0.99,,validation
14291,CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl,3.05,,validation
14292,O=C(O)c1ccccc1-n1c(O)ccc1O,1.55,,validation
14293,CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,3.47,,validation
14294,N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F,-0.14,,validation
14295,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.52,0.39,validation
14296,O=C(Nc1ccc(Cl)cc1)c1ccccc1O,4.5,,validation
14297,O=[N+]([O-])C=Cc1cccs1,1.96,,validation
14298,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.17,,validation
14299,CCCNC(C)CC,1.91,,validation
14300,CCOc1ccccc1NC(=O)OCCN1CCCCC1,3.17,,validation
14301,CC(Oc1cccc2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,,2.89,validation
14302,NCCCO,-1.12,,validation
14303,Brc1cnc2ccccc2c1,3.03,,validation
14304,COc1cc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C(=O)c2ccccc2)cc(OC)c1OC,4.51,,validation
14305,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,,1.58,validation
14306,CNC(=O)Oc1cc(C)c(Cl)cc1C,2.95,,validation
14307,CCOc1ccc(C[C@H]2c3cc(OCC)c(OCC)cc3CCN2C(=O)c2scnc2C)cc1OCC,4.98,,validation
14308,Cc1cc(=NC(=O)c2ccccc2)[nH][nH]1,,1.75,validation
14309,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.57,,validation
14310,CC(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,1.14,,validation
14311,CCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.18,,validation
14312,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.78,,validation
14313,COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,2.55,,validation
14314,CCOC(=O)Cn1ccnc1[N+](=O)[O-],0.33,,validation
14315,CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],3.65,,validation
14316,CCCCN1C(=O)c2ccc(C(=O)OCC(=O)N[C@H](C)C(C)C)cc2C1=O,3.62,,validation
14317,CC1=NS(=O)(=O)c2cc(S(=O)(=O)N(C)C)ccc2N1,0.32,,validation
14318,CNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.95,,validation
14319,CC(C)C(=O)Nc1ccccc1,1.95,,validation
14320,COC(=O)CCCC(=O)OC,0.62,,validation
14321,N#CCc1c[nH]c2ccc(OCc3ccccc3)cc12,,3.71,validation
14322,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,1.8,,validation
14323,COc1ccc(C(=O)CCCC(=O)O)cc1,1.63,,validation
14324,O=C(O)/C=C/c1ccccc1,2.13,,validation
14325,NS(=O)(=O)c1ccc(SCCCCO)cc1,0.93,,validation
14326,CNC(=O)Oc1ccccc1OC,0.81,,validation
14327,O=S(=O)(Nc1ccccc1)C(F)(F)F,3.05,,validation
14328,Cc1cccc2c([N+](=O)[O-])cc[n+]([O-])c12,1.59,,validation
14329,CCCCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,4.65,,validation
14330,CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c([N+](=O)[O-])c1,0.45,,validation
14331,Cc1cccc(C)c1NC(=O)C1CCCCN1C,1.95,,validation
14332,C=Cc1ccccn1,1.54,,validation
14333,O=C(O)COc1cccc(OC(F)(F)F)c1,2.48,,validation
14334,CCCCCCSC1OC(CO)C(O)C(O)C1O,0.86,,validation
14335,CCCOc1ccc(-n2c(O)cc(N3CCNC3=S)c2O)cc1,2.68,,validation
14336,Cc1c(O)c(=O)ccn1-c1ccccc1,1.12,,validation
14337,CCCCN(CCCC)CC(=O)NC1COc2ccc(C)cc21,4.43,,validation
14338,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,,1.92,validation
14339,C(=N/n1cnnc1)\c1ccc(-n2nc(-c3ccccc3)cc2-c2ccccc2)cc1,5.58,,validation
14340,CC(Sc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)C(=O)NCc1ccc2c(c1)OCO2,4.63,,validation
14341,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,2.24,,validation
14342,Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.29,,validation
14343,CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,1.25,,validation
14344,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,,-0.84,validation
14345,COC(=O)NCCn1c([N+](=O)[O-])cnc1C,0.02,,validation
14346,CCC(C(=O)OCc1ccc(C)cc1)C(COC(=O)C(C)(C)C)Cc1cncn1C,4.55,,validation
14347,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,,-0.48,validation
14348,NC(=S)NNCc1ccc2c(c1)OCO2,0.14,,validation
14349,C=CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.48,,validation
14350,CC(=O)Oc1ccccc1[N+](=O)[O-],1.55,,validation
14351,CSc1nc2cc(Cl)ccc2[nH]1,,3.22,validation
14352,O=C(c1ccc(F)cc1)N1CCCC(c2nc(-c3ccc(F)cc3)no2)C1,,3.73,validation
14353,COCCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,,2.74,validation
14354,COc1cc(C(=O)O)ccc1O,1.43,,validation
14355,COCCCNC(=O)c1cc(Br)c(C)c(C)c1C,2.93,,validation
14356,COCCNCc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,1.86,validation
14357,Cc1cc(NC(=O)c2n[nH]c(=Nc3ccccc3F)o2)ccc1N1CCOCC1,,4.0,validation
14358,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,4.2,,validation
14359,CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.7,validation
14360,CCC(C)C(NC(=O)C(NC(C)=O)C(C)C)C(=O)NCC(N)=O,-0.45,,validation
14361,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,0.82,validation
14362,Cc1cc(Cl)cc(C)c1NC1=NCCN1,2.5,,validation
14363,Cc1ccc(C(N)=S)cc1,2.01,,validation
14364,CCCSc1nc(=N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2[nH]1,,3.87,validation
14365,COc1cc2c(=NC(=O)Nc3c(Cl)cccc3Cl)[nH]cnc2cc1OCC1CCN(C)CC1,,2.7,validation
14366,COc1ccc(C(C)=O)cc1,1.74,,validation
14367,ClC(Cl)C(Cl)(Cl)Cl,3.22,,validation
14368,CC(C)CNCNC(=O)c1ccccc1,1.73,,validation
14369,CCc1c(C)ssc1=S,2.94,,validation
14370,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3.36,,validation
14371,COc1cnc(N(C)C)cn1,1.65,,validation
14372,c1ccc(-c2ccncc2)cc1,2.59,,validation
14373,CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71,,validation
14374,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,,2.52,validation
14375,CNC(=O)c1ccc[nH]1,0.42,,validation
14376,CCc1cc(C(N)=S)ccn1,,1.52,validation
14377,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,,2.11,validation
14378,COc1cc2[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,,3.11,validation
14379,COc1cccc(OCC(=O)O)c1,1.38,,validation
14380,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,,0.29,validation
14381,COc1cc2c(=Nc3ccc(Br)cc3F)[nH]cnc2cc1OC[C@@H]1CCCN(C)C1,,3.05,validation
14382,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12,,2.96,validation
14383,O=C(NN1CC=CCC1)c1cccs1,1.88,,validation
14384,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,3.4,,validation
14385,Cc1ccccc1C1=CCN(C)CC1,3.1,,validation
14386,CN1CCOc2cc(COc3ccccc3)cnc21,,3.3,validation
14387,CCCCc1ccc(S(N)(=O)=O)cc1,2.45,,validation
14388,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,5.47,,validation
14389,CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,3.9,,validation
14390,CC(C)CNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.89,,validation
14391,CCOC(=O)CN(C(=O)CCl)c1ccccc1Cl,2.3,,validation
14392,O=NN1CCC(O)CC1,-0.89,,validation
14393,CSc1nc(=Nc2ccc(Cl)cc2)nc(C(Cl)(Cl)Cl)[nH]1,5.71,,validation
14394,CC(C)CC(CC(C)C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15,,validation
14395,Cc1cc(N=c2[nH]cc(F)c(=N[C@H]3C(C(N)=O)[C@@H]4C=C[C@H]3C4)[nH]2)ccc1N1CCN(C)CC1,,2.9,validation
14396,CCC(=O)c1ccc(S(=O)CC)c([N+](=O)[O-])c1,2.8,,validation
14397,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,,0.87,validation
14398,COc1cc(F)ccc1-c1cncc(CNC(C)C)c1,,1.5,validation
14399,CN(C)c1ccc(C(N)=O)cc1,1.14,,validation
14400,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,5.73,,validation
14401,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,5.95,,validation
14402,Clc1ccccc1-c1cccc(Cl)c1Cl,5.31,,validation
14403,CCCCC(=O)Nc1ccccc1,2.61,,validation
14404,CCc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,,0.9,validation
14405,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,,2.4,validation
14406,Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,5.74,,validation
14407,Cc1ccccc1N1C(=O)c2ccc(C(=O)OCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)cc2C1=O,4.55,,validation
14408,CC(C)(C)c1ccc(C(N)=O)cc1,2.51,,validation
14409,CCc1c(O)[nH]c(=O)[nH]c1=O,-0.35,,validation
14410,Cc1ccccc1OCCNc1ccccc1C(N)=O,2.94,,validation
14411,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.41,,validation
14412,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,,2.48,validation
14413,NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.9,,validation
14414,Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1,,1.09,validation
14415,NNC(=O)c1cccc(Br)c1,1.26,,validation
14416,CCc1ccccc1N,1.74,,validation
14417,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,,2.84,validation
14418,CNC(=O)Oc1cccc(C)c1,1.7,,validation
14419,O=C(CN1CCOCC1)NC1COc2ccccc21,0.81,,validation
14420,CC1=C(c2c(C)c(O)c3c(C=Cc4ccc(C)cc4)c(O)c(O)cc3c2O)C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O,,3.36,validation
14421,CNC(=O)Oc1ccc(C)cc1,1.66,,validation
14422,NC(=O)c1ccsc1,0.5,,validation
14423,S=c1ccss1,1.58,,validation
14424,CN(C)N=Nc1cccc(Cl)c1,3.44,,validation
14425,O=C(Cc1ccccc1)Nc1cccc(F)c1,3.1,,validation
14426,CCNC(=O)c1cccs1,1.18,,validation
14427,CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=S)n1ccnc1,6.06,,validation
14428,CC(C)(C)c1cccc(C(C)(C)C)c1O,4.92,,validation
14429,Cc1cccc(Cl)c1Cn1ccc(=Nc2nnc(Cc3ccc(-n4cnnn4)cc3)s2)[nH]1,4.99,,validation
14430,O=C(OCC(=O)N1CCOCC1)c1ccccc1,0.9,,validation
14431,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-0.85,,validation
14432,CCOC(=O)/C=C/c1ccccc1,2.99,,validation
14433,COc1ccc(O)c([N+](=O)[O-])c1,2.02,,validation
14434,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,5.77,,validation
14435,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,,3.34,validation
14436,OCCCCc1ccccc1,2.35,,validation
14437,CC(=O)c1ccccc1[N+](=O)[O-],1.28,,validation
14438,N#Cc1ccccc1[N+](=O)[O-],1.02,,validation
