,molecule,logp,dataset_type
11173,CS(=O)(=O)c1ccc(Cl)cc1,1.06,train
11174,NC(=O)N(CCCN(N=O)C(N)=O)N=O,-0.3,train
11175,N=c1[nH][n+]([O-])c2cc(OCC(O)CO)ccc2[n+]1[O-],-1.1,train
11176,OC1C2CCC(C2)C1O,0.4,train
11177,O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,4.76,train
11178,CCOC(=O)c1ccccc1O,2.95,train
11179,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,5.02,train
11180,COc1ccc(NC(C)=O)cc1Cl,1.81,train
11181,CC(=O)c1ccsc1,1.24,train
11182,NC(=O)c1ccc2ccccc2c1,1.88,train
11183,O=C(O)c1ccc(O)c(O)c1,0.86,train
11184,COC(=O)NC1=NCC(c2ccccc2F)N1C,1.53,train
11185,COc1cccc(-c2cc3ccccn3c2)c1,4.14,train
11186,O=C(/C=C/c1ccccc1)c1ccccc1,3.08,train
11187,Cc1cc[n+]([O-])cc1,-0.88,train
11188,CN(C)Cc1cccnc1,0.49,train
11189,Cc1cccc(Cl)c1,3.28,train
11190,CN(SN(C)C(=O)c1ccc(Cl)cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,4.0,train
11191,NCCCCCCCC(=O)O,-2.55,train
11192,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,3.8,train
11193,CN(C)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.76,train
11194,Cc1ccc(C=NO)cc1,2.4,train
11195,CC1(O)CCC2C3CCC4CC(=O)CCC4(C)C3(F)C(O)CC21C,2.38,train
11196,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,4.21,train
11197,CC1CCC(=O)N1,-0.1,train
11198,CCCCN(CCCC)CC(=O)NC1COc2ccccc21,4.15,train
11199,CCCCNc1ccccc1C(N)=O,2.33,train
11200,CNC(=O)N(C)C(=O)Nc1cc(-c2ccccc2)ccc1F,3.78,train
11201,CCN(CC)CCOC(=O)c1ccc(N)cc1,2.14,train
11202,Nc1ccc(O)c2ncccc12,-0.11,train
11203,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97,train
11204,COCCN(CCOC)N=O,-0.38,train
11205,CC(CC(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,3.82,train
11206,O=C(O)c1cccc(I)c1,3.13,train
11207,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,3.36,train
11208,COc1ccccc1C=CC(=O)OCCOc1ccc(C=NO)cc1OC,3.56,train
11209,CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,0.37,train
11210,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.77,train
11211,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2C)c(O)c1,7.49,train
11212,CSCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,0.42,train
11213,CCCc1ccc(C(=O)O)cc1,3.42,train
11214,O=C(O)COc1cccc(S(=O)(=O)C(F)(F)F)c1,2.19,train
11215,CCCCCOC1OC(CO)C(O)C(O)C1O,-0.42,train
11216,CC(=O)NNC(=O)Nc1ccccc1,0.25,train
11217,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CC(N)=O)ccc2c1,1.37,train
11218,CCOC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,3.04,train
11219,CCOc1ccc(NC(=O)NN)cc1,0.53,train
11220,O=[N+]([O-])c1cnc(N2CCNC2=S)s1,1.7,train
11221,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.17,train
11222,O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1O,5.49,train
11223,COc1c(OC)c(OC(C)=O)c2c(C#N)cccc2c1OC(C)=O,2.51,train
11224,FC(F)(F)c1ccccc1NC1=NCCN1,1.42,train
11225,CC(=O)Oc1cc(C(=O)Nc2ccc(Oc3ccccc3)cc2)cc(OC(C)=O)c1OC(C)=O,2.89,train
11226,NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,1.41,train
11227,NC(=O)c1ccccc1I,0.93,train
11228,CCCCCCn1nc2ccccc2n1,4.24,train
11229,COc1cccc(Cl)c1C(N)=O,0.59,train
11230,COCC(O)Cn1c(C)cnc1[N+](=O)[O-],0.03,train
11231,COC(=O)C=C(C)OP(=O)(OC)OC,0.13,train
11232,Cc1ccc(C)n1N=c1ccc(N(C)CC(C)O)n[nH]1,1.73,train
11233,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(C=O)=CC21,8.03,train
11234,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,2.16,train
11235,CCCCCC(C)N,2.4,train
11236,O=C(O)c1cc2ccccc2[nH]1,2.31,train
11237,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.7,train
11238,O=C(O)CC(=O)O,-0.81,train
11239,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21,5.33,train
11240,NCCCCc1ccccn1,0.86,train
11241,CCOP(=O)(N=C1SCC(C)S1)OCC,1.04,train
11242,CC(C)=NN(c1ccccc1)P(=O)(N1CC1)N1CC1,0.57,train
11243,Cc1ccccc1S(N)(=O)=O,0.84,train
11244,CCOC(=O)CC(C)n1nc2ccccc2n1,2.7,train
11245,CCN(CC)c1ccc(=Nn2c(C)ccc2C)[nH]n1,2.73,train
11246,CC(C)C(=O)NC(=O)C1CCC1,0.26,train
11247,CCc1cccc2cccnc12,2.93,train
11248,O=C(Nc1ccc(O)cc1)C(Cl)Cl,1.6,train
11249,O=C1CCCN1Cc1ccccc1,1.25,train
11250,ClCc1ccccc1,2.3,train
11251,CC(C)=CC=C(C)C,3.5,train
11252,Cc1nc(Cl)c([N+](=O)[O-])n1C,0.87,train
11253,CCCCOc1ccnc(C=CC2=CC([N+](=O)[O-])O2)n1,2.04,train
11254,COC(=O)C(C#N)=NNc1cc(C#N)ccc1C#N,2.81,train
11255,Nc1ccc(S(=O)(=O)c2ccc(O)cc2O)cc1,1.29,train
11256,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(C)cc1,2.7,train
11257,CNC(=O)Oc1cccc2c1OC(C)(C)O2,1.7,train
11258,CC=CC=CC(=O)O,1.33,train
11259,CCCCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,-0.47,train
11260,COc1cccc(Br)c1,3.03,train
11261,CC1CCCCC1O,1.82,train
11262,CC1CCC(C)N1N=O,0.86,train
11263,CS(=O)(=O)c1ccc(N)cc1,-0.12,train
11264,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85,train
11265,COc1cc(Br)ccc1NC(C)=O,2.02,train
11266,CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,3.51,train
11267,S=c1cc(-c2ccccc2)ss1,3.67,train
11268,CCO[PH](=O)(=O)Cc1ccc(Cl)cc1,1.6,train
11269,CSc1ccccc1NC(C)=O,1.53,train
11270,c1ccc2c(c1)Nc1ccccc1O2,3.85,train
11271,NC(=O)C(=Cc1cccc(F)c1)C(N)=O,0.1,train
11272,CCOC(=O)CC(=O)C=Cc1ccccc1C,2.66,train
11273,CC1=C(C(=O)O)N2C(=O)C(NC(NC(=O)c3nn(-c4ccccc4)c(=O)[nH]c3=O)c3ccc(O)cc3)C2SC1,1.26,train
11274,CC(C)c1c(O)[nH]c(=O)[nH]c1=O,-0.02,train
11275,Nc1cc(N=O)ccc1O,0.03,train
11276,CCN(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)CC,-0.76,train
11277,O=S1(=O)C=Cc2ccccc21,0.88,train
11278,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.31,train
11279,O=C(/C=C/c1ccccc1)Nc1ccc(N2CCN(C(=O)c3cccs3)CC2)cc1,4.94,train
11280,Cc1ccccc1C(=N)c1ccccc1C,3.31,train
11281,ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.81,train
11282,N=c1cnc2ccccc2[nH]1,1.5,train
11283,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,2.05,train
11284,CC(C)CN(N=O)C(N)=O,1.04,train
11285,NCCCCCc1ccncc1,1.4,train
11286,N=c1[nH]cc(Cc2ccccc2OCC(N)=O)c(=N)[nH]1,-0.34,train
11287,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,-0.57,train
11288,CN1C(=O)N(C)C2(c3ccccc3)Nn3c(s/c(=C\c4ccc(Br)cc4)c3=O)=NC12c1ccccc1,5.72,train
11289,Cc1ncc([N+](=O)[O-])n1CC(O)CO,-0.59,train
11290,CCCCCCCCCNCc1ccc(C)cc1,5.7,train
11291,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,2.8,train
11292,CN(C)CC(F)(F)F,1.06,train
11293,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42,train
11294,CC(=O)OCc1ccccc1,1.96,train
11295,CN(CCCN=c1[nH]c2ccccc2n2cccc12)CCCN=c1[nH]c2ccccc2n2cccc12,4.12,train
11296,CNC(=O)Oc1ccc(Cl)c(C)c1,2.57,train
11297,CCN(CC)Cc1ccc(C(=O)Nc2c(C)cccc2C)cc1,3.49,train
11298,COC(=O)Nc1cccc(C)c1,2.29,train
11299,CCC(CC)C(=O)Nc1cc(OC)ccc1S(N)(=O)=O,2.01,train
11300,CCCCCCOC(=O)n1cnc(C)c1CSCCN=C(NC)NC#N,3.1,train
11301,Nc1c([N+](=O)[O-])ccc2ncccc12,1.61,train
11302,N=C(N)NN=Cc1ccc(Cl)cc1,0.96,train
11303,OCC1NCC(O)C(O)C1O,-1.8,train
11304,CCN(CC)CC(=O)NC1COc2ccc(Cl)cc21,2.88,train
11305,Cn1c([N+](=O)[O-])cnc1C(N)=O,0.29,train
11306,CCC(C)c1ccc(O)cc1,3.08,train
11307,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,4.97,train
11308,O=C(CCN1CCCCC1)Cn1c(O)cc(-c2ccc(Cl)cc2)c1O,2.23,train
11309,Cc1nc(-c2ccc(C(C)C(=O)O)cc2)sc1C,3.36,train
11310,CC(C)N(C(=O)Cc1ccccc1)C(C)C,3.1,train
11311,CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,3.2,train
11312,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.87,train
11313,CCC(CC)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.71,train
11314,CCCCCc1ccccc1,4.9,train
11315,Cc1nn(C)cc1-c1cc(C(F)(F)F)n2nc(C(=O)N3C[C@H](C)O[C@H](C)C3)cc2n1,4.11,train
11316,CCOc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.1,train
11317,O=C(CCOc1cccc2ccccc12)O[Na],-0.9,train
11318,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,5.88,train
11319,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,4.67,train
11320,O=c1c2c(nc3n1CCC3)CCCC2,0.83,train
11321,CCOC1OC2OC3(C)CCC4C(CO)CCC(C1C)C24OO3,2.08,train
11322,CN(C)N=Nc1ccc(C(=O)O)cc1,2.33,train
11323,Nc1ccc(N=Nc2ccccc2)cc1,3.41,train
11324,CCOC(=O)CBr,1.12,train
11325,CCCCCCN(C)N=Nc1ccc(C(N)=O)cc1,3.69,train
11326,NC(=S)N1CCCCC1,0.73,train
11327,O=S1(=O)N=C(C2CC2)Nc2cc(Cl)ccc21,1.98,train
11328,CC1CN(c2nc3ccccn3c(=O)c2C=C(C#N)C#N)CC(C)O1,3.24,train
11329,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCCC,4.0,train
11330,Cc1ccc(F)cc1NC1=NCCN1,1.41,train
11331,OC(C1CC1)C1CC1,1.07,train
11332,NNC(=O)NCc1ccccc1,-0.22,train
11333,N=C(N)NCCCCc1ccccc1,1.59,train
11334,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,2.05,train
11335,Clc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1,5.78,train
11336,CCCCOCC1CO1,0.63,train
11337,CN(C)C(=O)c1cnc2ccccc2c1,0.99,train
11338,COC(=O)Nc1cccc(Br)c1,2.75,train
11339,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.03,train
11340,CN(C)CC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.49,train
11341,CNC12CCC(CN)CC1Cc1ccccc12,1.84,train
11342,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,1.16,train
11343,Cc1ncc([N+](=O)[O-])n1CCS(C)(=O)=O,-0.82,train
11344,O=c1[nH]c2c(O)ccc(CCNCCCCCCNCC(F)(F)c3ccccc3)c2s1,1.57,train
11345,NS(=O)(=O)c1cccnc1,-0.49,train
11346,O=[N+]([O-])CC1=NCCN1Cc1cccnc1,-1.02,train
11347,COCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.94,train
11348,COc1cc(/C=C/C(=O)N[C@H]2CCCc3ccccc32)cc(OC)c1OC,4.27,train
11349,CC(C)c1ccc(Br)c(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O,0.2,train
11350,O=c1occ(O)n1-c1ccccc1,0.93,train
11351,NC(=S)c1ccccc1,1.49,train
11352,C[N+](C)(C)[N-]C(=O)c1ccc(Br)cc1,0.97,train
11353,O=C(N=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1)c1ccccc1,0.22,train
11354,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)O,1.0,train
11355,C=CCC1(C2=CCCC2)C(=O)NC(=O)N(C)C1=O,1.89,train
11356,CC(C)(C)[N+](=O)[O-],1.17,train
11357,O=C(c1ccco1)C(O)c1ccco1,0.54,train
11358,Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,3.3,train
11359,CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1c1coc(O)c1,2.16,train
11360,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,2.1,train
11361,CCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc1ccc(C)cc1,4.33,train
11362,CC(C)C(Cl)C(=O)NC(N)=O,1.0,train
11363,CN1C(=O)CN=C(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc21,2.45,train
11364,Cc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O,-0.6,train
11365,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,train
11366,CC(=O)Oc1cccc2ccccc12,2.78,train
11367,C=CCOCC(O)Cn1ccnc1[N+](=O)[O-],0.4,train
11368,Clc1ccc2cncnc2c1,1.74,train
11369,CCCc1ccccc1C,4.5,train
11370,Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,7.25,train
11371,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.32,train
11372,CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,3.58,train
11373,CC(=O)NNC(=O)Nc1ccc(C#N)cc1,0.38,train
11374,CCOP(=O)(Cc1ccc(CP(=O)(OCC)OCC)o1)OCC,3.25,train
11375,CC(C)(CCC(=O)O)C(=O)O,0.67,train
11376,N=C(N=NCc1ccc2ccccc2n1)Nc1ccccc1,0.99,train
11377,NC(Cc1ccc(O)c(O)c1)C(=O)OCCOc1ccccc1,1.51,train
11378,CC(=S)Nc1ccccc1,1.71,train
11379,C#CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.88,train
11380,CCCOC=O,0.83,train
11381,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.39,train
11382,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,5.07,train
11383,CC(C)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,2.56,train
11384,CCOC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(=O)OCC,2.71,train
11385,Cc1[nH]c(=N)sc1C(=O)CCN(C)C,1.47,train
11386,CCCOC(=O)c1c(NC(=O)C2CCN(S(C)(=O)=O)CC2)sc(C(N)=O)c1C,3.9,train
11387,CCc1cccc(CC)c1NC1=NCCN1,2.48,train
11388,COC(=O)c1ccccc1[N+](=O)[O-],1.66,train
11389,BrCC(CBr)(CBr)CBr,3.99,train
11390,OCCCCCCn1nc2ccccc2n1,2.26,train
11391,COc1cccc([N+](=O)[O-])c1C,2.68,train
11392,O=[N+]([O-])C=Cc1ccoc1,1.41,train
11393,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.04,train
11394,Cc1ccccc1NCc1cnc2[nH]c(=N)[nH]c(=N)c2c1C,1.98,train
11395,COc1ccccc1-n1c(O)ccc1O,-0.02,train
11396,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.5,train
11397,CCC(C)C(NC(=O)C(NC(=O)C([NH3+])CC(C)C)C(C)=O)C([O-])O,-2.3,train
11398,NNC(=O)c1ccnc(F)c1,-0.11,train
11399,CC(=O)NC(CCC(N)=O)C(=O)NC(C(N)=O)C(C)C,-1.85,train
11400,Clc1cccc(Oc2ccc(Cl)cc2Cl)c1,5.65,train
11401,N=c1[nH]c(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,-0.79,train
11402,CC12CCC(C1)C(C)(C)C2O,3.17,train
11403,CC(C)OC(=O)Nc1ccccc1,2.6,train
11404,Clc1cccnc1,1.33,train
11405,CCCC1(CC)C(=O)NC(=O)NC1=O,0.66,train
11406,Clc1cc(Cl)c(Oc2ccccc2)c(Cl)c1,5.32,train
11407,Cc1ccc2c(c1)C(=O)C=CC2=O,2.1,train
11408,CNC(=O)Oc1ccc(Br)cc1,2.17,train
11409,CC1=NCCN1CCO,0.04,train
11410,COc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1,1.04,train
11411,O=C(O)C(Cc1ccc(F)cc1)n1cccc1,2.04,train
11412,ClC1C(Cl)C(Cl)C(I)C(Cl)C1Cl,4.05,train
11413,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27,train
11414,CC(=O)Nc1cccc(C(=O)O)c1,1.32,train
11415,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-1.24,train
11416,N=C(N)N=Nc1ccc(NNC(N)=O)cc1,1.56,train
11417,O=C1C(c2cccc(Br)c2)N(CCC2=CCCCC2)C(=O)CN1C1CCCCC1,5.6,train
11418,CCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CC)C1OC(=O)CC,2.75,train
11419,CNC(=O)N(C)S(=O)(=O)Cc1ccccc1,1.18,train
11420,COc1ccc(C(C#N)C(C)C)cc1,2.68,train
11421,CC(C)OC(=O)CS(=O)(=O)c1ccccc1[N+](=O)[O-],1.72,train
11422,O=c1[nH]c2c(O)ccc(CCNCCC(F)(F)CCCOCCc3ccccc3)c2s1,3.26,train
11423,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.01,train
11424,CSCCC(NC(=O)C(N)CC(C)C)C(=O)O,-1.87,train
11425,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68,train
11426,N=c1nc(-c2ccccc2I)[nH]c(=N)[nH]1,1.41,train
11427,CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,3.6,train
11428,Cn1c(O)c(-c2ccccc2)oc1=O,1.06,train
11429,Cn1cnc([N+](=O)[O-])n1,-0.68,train
11430,COc1c(OC)c(OC(C)=O)c2cc(C)c(C)cc2c1OC(C)=O,3.14,train
11431,COC(=O)c1occc1C,1.51,train
11432,c1ccc(N=Nc2ccccc2)cc1,3.82,train
11433,CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.65,train
11434,CC(C)=CC(=O)OCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,2.26,train
11435,Nc1cccc2ncccc12,1.16,train
11436,O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl,3.26,train
11437,O=[N+]([O-])c1cnc(-c2ccc(F)cc2)n1CCO,1.33,train
11438,c1ccc2ocnc2c1,1.59,train
11439,Oc1cccc(Br)c1,2.63,train
11440,C=C(C)C(=O)OCC(F)(F)F,1.56,train
11441,O=C(c1ccccc1)n1ncc2c(=O)[nH]cnc21,1.2,train
11442,COC(=O)c1cccc([N+](=O)[O-])c1,1.89,train
11443,CCCCCCCCCCNC(=O)c1[nH]nc(C)c1[N+](=O)[O-],4.48,train
11444,OCC1CCC(n2cnc3c(I)ncnc32)O1,0.53,train
11445,CN(C)Cc1ccco1,1.19,train
11446,CCCCC(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,1.44,train
11447,CCN(N=O)C(=O)N(C)C,0.71,train
11448,CCCc1c(C)ssc1=O,2.96,train
11449,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,3.19,train
11450,C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3,1.19,train
11451,NNC(=O)c1cccc(I)c1,1.53,train
11452,CNC(=O)c1ccco1,0.23,train
11453,Cc1[nH]nc(C(=O)N2CCCCCC2)c1[N+](=O)[O-],1.15,train
11454,CCC(N)C(=O)O,-2.54,train
11455,Cc1ccccc1S(=O)(=O)N1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,4.0,train
11456,N=c1nc(-c2cc(C(F)(F)F)ccc2Cl)[nH]c(=N)[nH]1,2.27,train
11457,CC(N)C(=O)NC(C)C(=O)O,-2.0,train
11458,NC(COCc1ccccc1)C(=O)O,-0.96,train
11459,CCc1ccc2c(c1)=C(c1ccccc1F)NCC(=O)N=2,2.92,train
11460,CC(C)(C)C(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,0.6,train
11461,CCCCCCCCCCCC(=O)OC,5.41,train
11462,Cc1cnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,3.75,train
11463,N=c1nc(-c2ccc(F)cc2)[nH]c(=N)[nH]1,1.61,train
11464,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,5.4,train
11465,NCC(CC(=O)O)c1ccc(Cl)cc1,-0.96,train
11466,CC(=O)CC(C)=O,0.4,train
11467,O=C1C2CC3C(C2)C13,0.81,train
11468,COc1ccc(NC(=O)NNC(C)=O)cc1,0.11,train
11469,CC(=O)Nc1cccc2cccnc12,1.91,train
11470,O=Cc1c[nH]c2ccccc12,1.68,train
11471,CNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.33,train
11472,COC(=O)c1c(C)no[n+]1[O-],0.69,train
11473,CC(=O)Nc1cccc(Cl)c1F,1.83,train
11474,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,2.19,train
11475,COCCCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.82,train
11476,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,3.4,train
11477,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-1.22,train
11478,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,2.84,train
11479,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc([N+](=O)[O-])cc3)c2s1,2.32,train
11480,c1ccc(Cn2nccn2)cc1,1.56,train
11481,O=C(O)CCSC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.43,train
11482,O=c1cc(-c2ccc([N+](=O)[O-])o2)sc(=O)[nH]1,0.55,train
11483,CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C,-0.14,train
11484,CCNCCNCC,0.21,train
11485,CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1,4.46,train
11486,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,-0.51,train
11487,Nc1ccc(-c2nc3ccc(Br)cc3s2)cc1,2.9,train
11488,COc1c(Cl)cccc1NC(C)=O,1.68,train
11489,CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,-1.89,train
11490,CN(C)C(=S)N(C)C,0.49,train
11491,NC(Cc1ccc2ccccc2c1)C(=O)O,-0.15,train
11492,CC(C)C([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],-2.52,train
11493,Cc1[nH]n(-c2ccccc2)c(=N)c1-c1ccccc1,3.27,train
11494,O=C1CCCCCCN1,0.24,train
11495,CC(C)CC(=O)Nc1ccc(Cl)c(Cl)c1,4.11,train
11496,Cc1cc(=O)cc(C)o1,0.1,train
11497,O=C1c2ccccc2C(=O)N1CCCCBr,2.96,train
11498,CCCCC[N+](=O)[O-],2.01,train
11499,Cc1ccc(C(=O)COc2cccc(-n3c(O)c4c(c3O)[C@@H]3CC[C@H]4C3)c2)cc1C,4.71,train
11500,NNC(=O)Nc1ccccc1Br,0.66,train
11501,CCCCCCCCCCC(=O)O,4.42,train
11502,ClC1CC2CCC1C2,3.35,train
11503,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)CCC43O)C2)C(O)C(O)C1O,2.1,train
11504,CCCCOCCNc1ccc(Cl)cc1C(N)=O,2.99,train
11505,Cc1ccc(CC#N)cc1,1.67,train
11506,ClCCCc1ccccc1,3.55,train
11507,O=C(NC(=O)c1ccccc1O)c1ccccc1,1.38,train
11508,O=C(NCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.77,train
11509,CON(C)C(=O)Nc1ccc(Br)cc1,2.38,train
11510,S=C=NCCCCc1ccccc1,4.0,train
11511,Cn1cnc([N+](=O)[O-])c1Cl,1.06,train
11512,CN(C)c1ncnc2sccc12,1.82,train
11513,C=C1CCC2CC1C2(C)C,4.16,train
11514,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.02,train
11515,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc([N+](=O)[O-])cc1,3.75,train
11516,CCCCCCCCCCCCCCCCCCCC(=O)OC,9.3,train
11517,CC(=O)c1ccccc1Cl,2.09,train
11518,CC(=O)N=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.03,train
11519,O=C(Cc1ccccc1)NCCNCC(O)COCCOc1ccccc1,0.75,train
11520,COCCOC,-0.21,train
11521,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)CCOCCc3ccccc3)c2s1,1.12,train
11522,CC(=O)NC(Cc1ccccc1)C(N)=O,-0.04,train
11523,OCCCCn1nc2ccccc2n1,1.57,train
11524,Clc1ccc(Cl)c(Cl)c1Cl,4.6,train
11525,CN(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.57,train
11526,Cc1ccc(NC(=O)Cc2ccccc2)cc1,3.05,train
