molecule,logp,dataset_type
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,2.88,train
O=S(=O)(N=[N+]([O-])c1ccccc1)c1ccccc1,2.87,train
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,5.92,train
Cc1cc(C)nc(-n2[nH]c(C)cc2=O)n1,0.72,train
CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(C=O)C=C1CSC2C(=NC(=O)C(NOC)c3csc(=N)[nH]3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,3.34,train
CCNC(=O)c1ccccc1,1.28,train
CC(C)Oc1c(C(=O)N=c2nn[nH][nH]2)sc(Br)c1Br,1.85,train
CC(C(N)=O)n1nc2ccccc2n1,0.86,train
C=CCC1(CC)C(=O)NC(=O)NC1=O,0.95,train
Cc1ncc([N+](=O)[O-])n1C,0.31,train
CCCC[N+](=O)[O-],1.47,train
CC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,2.45,train
CNC1(c2ccccc2Cl)CCCCC1=O,2.18,train
CCCCCOc1ccc(O)cc1,3.5,train
Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,4.37,train
COc1cccc(C(=O)O)c1O,1.94,train
CCn1cnc2c(=NC(C)=O)[nH]cnc21,-0.41,train
O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CCCCO,1.26,train
N=c1[nH]c(=O)n(C2CCC(CO)O2)cc1F,-1.09,train
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,3.87,train
CCCCCCCCC(C)c1ccccc1,7.06,train
CC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,-1.14,train
Cc1ccc([N+](=O)[O-])cc1N,1.87,train
COC(O)Cn1c(Br)cnc1[N+](=O)[O-],0.16,train
CCOc1ccc(NC(=O)CSc2nc3ccsc3c(=O)n2-c2ccccc2)cc1,4.33,train
COC(=O)c1ccccc1N=NN(C)C,2.51,train
CNC(=O)ON=C1SCOC1CCOC,0.51,train
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6,train
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccn3)c2s1,1.75,train
NC(Cc1ccccc1)C(=O)NCC(=O)O,-0.5,train
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,-0.62,train
COCN1C(=O)C(O)N=C(c2ccccc2)c2cc(N)ccc21,0.75,train
CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,3.78,train
Cc1ccc(S(=O)(=O)c2ccc(N)cc2)c(C)c1,2.71,train
CCCCCCCC#N,2.75,train
CCNC(=O)COC(=O)c1ccccc1,1.28,train
CN(C)C(=O)Cc1ccccc1,1.48,train
CC(=O)NC(=O)NC(C)=O,-0.68,train
N#CC(C#N)=Cc1ccc(Br)o1,2.16,train
CCC(C)c1ccccc1OCC(=O)O,3.32,train
CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,1.62,train
Clc1cc(Cl)c(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.65,train
CCCOC1OC(CO)C(O)C(O)C1O,-1.66,train
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.6,train
NCCCCCc1cccnc1,1.41,train
O=C(O)Cc1cccc(Br)c1,2.37,train
CNC(=O)CSP(=S)(OC)OC,0.78,train
CC(=O)Nc1cccc(Cl)c1C,1.82,train
CCCCN1C(=O)NC(=O)C(=O)C1=O,0.81,train
COC(=O)NC1=NCC(c2ccccc2Cl)N1C,2.08,train
CCCCCCn1ccc(=O)c(O)c1C,1.9,train
CC(Sc1nnc(-c2ccc(F)cc2)n1-c1ccccc1)C(N)=O,3.38,train
CCOC(=O)CCN1C(=O)C=CC1=O,0.41,train
Cc1ccc(N=C=S)cc1,3.92,train
CCC(=O)OCOC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,2.9,train
CC(=O)Nc1cc(Cl)ccc1C,1.82,train
C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)C1=COCCO1,2.48,train
COc1cc(Cl)c(Cl)c(Cl)c1OC,4.01,train
C#CC(C)(C)N(C)C(C)C,2.29,train
O=Cc1cccc([N+](=O)[O-])c1,1.47,train
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1C,3.1,train
CCc1ssc(=S)c1C,2.95,train
N=C1NCC(CN2CCN(c3ccccn3)CC2)O1,0.48,train
Cc1cc(=O)n(-c2ccccc2)n1C,0.38,train
FC(F)(F)C(F)(F)c1ccccc1,3.36,train
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.5,train
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,6.47,train
N#Cc1ccc(C#N)cc1,0.93,train
ClCC1(CCl)C2C(Cl)C(Cl)C1(CCl)C(Cl)(Cl)C2Cl,5.74,train
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,0.99,train
COc1ccc(CC#N)cc1,1.7,train
N=C(N)NCCCC(N)C(=O)O,-4.2,train
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,5.94,train
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,6.54,train
O=C(Cc1ccccc1)Nc1ccccc1F,2.62,train
C(#Cc1nccs1)c1ccccc1,3.2,train
N=c1[nH]cc(Cc2cccc(Cl)c2)c(=N)[nH]1,2.29,train
Clc1cccnn1,0.1,train
CC(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,-0.9,train
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,5.81,train
CCOc1ccc(CC(=O)C2=C(N3CCCC3)CCCC2=O)cc1OCC,3.3,train
COc1ccc(OC)c(C=O)c1,1.91,train
CN(C(=O)CCI)c1ccc(S(=O)(=O)N(C)C)cc1,1.39,train
CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)O[Na],-2.2,train
COc1cc(CC(C)N)c(OC)cc1Br,2.58,train
Cc1cc(=O)oc2ccc(OC3OC(CO)C(O)C(O)C3O)cc12,-0.66,train
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.92,train
CNC12CCCCC1CSc1ccccc12,3.88,train
CC(C)c1ccc(O)c(=O)cc1,1.89,train
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.9,train
N=c1[nH]cnc2c1ncn2Cc1ccccc1,1.7,train
C(#Cc1ccccc1)c1ccccc1,4.78,train
C=C(C)C#N,0.68,train
O=C(NCC(O)CO)Nc1ccccc1,0.28,train
C=c1[nH]cc(CO)c(=CNNC(=O)c2cccc(Br)c2)c1=O,3.07,train
CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1,4.04,train
O=C(O)CCC1=NS(=O)(=O)c2ccccc2N1,-0.18,train
COC(=O)c1cc(-n2c(O)c3c(c2O)[C@]2(C(OC(C)=O)OC(C)=O)C=C[C@H]3O2)ccc1Cl,3.77,train
CN1C(=O)CN=C(c2ccccc2F)c2cc(F)ccc21,2.41,train
CCc1ccc(C)cc1C,4.47,train
CCCN1CCc2cccc(Cl)c2CC1,3.5,train
Cc1cccc2c1ccc1ccccc12,5.08,train
N#Cc1cc(-c2ccncc2)cnc1N1CCCC1,2.95,train
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.8,train
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.03,train
CCNC(=O)c1cc(Cl)cc(C)c1O,3.55,train
CCOC(=O)C1=C(C)OC(=N)C(C#N)[C@H]1c1cccc(I)c1,4.48,train
CCCOc1cn[nH]c1,1.42,train
CCOC(=O)C(=Cc1cccc(OCC)c1)C(=O)OCC,3.39,train
c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74,train
CC(CCC(=O)O)n1nc2ccccc2n1,0.69,train
CSc1nnc(C(C)(C)C)c(=O)n1N,1.7,train
O=C(O)/C=C/C(=O)O,0.46,train
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.82,train
CCOC1OC2OC3(C)CC(O)C4C(C)CCC(C1C)C24OO3,2.7,train
CN=C(NC#N)NCCCCc1ncccc1OC,1.5,train
OCC(Br)(Br)Br,2.1,train
OC(CN1CCCC1)c1ccccc1,1.38,train
CC(=O)Oc1ccc(N)cc1,0.45,train
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-0.42,train
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.2,train
Cc1ccc(C)c(NN=C(C#N)C#N)c1,3.08,train
CC(C)C(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)[O-],-1.37,train
CC(C)NNC(=O)c1ccncc1,0.37,train
Cc1ncc([N+](=O)[O-])n1CCCS(C)(=O)=O,-1.0,train
N#CC(Br)(Br)C(N)=O,0.82,train
CC1=C(C(=O)O)SCCO1,0.04,train
CCOC(=O)c1cc(O)c(O)c(O)c1,1.3,train
O=[N+]([O-])c1ccc(O[K])c([N+](=O)[O-])c1,-0.39,train
[NH3+]C(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)[O-],-1.86,train
CC(C)COCC(C)C,2.78,train
CCOP(C)(=O)SCCSCC,1.48,train
CNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,2.19,train
Cc1[nH]cnc1CSCCN=c1cc[nH]c(=O)[nH]1,-0.4,train
Clc1cc(Oc2c(Cl)ccc(Cl)c2Cl)cc(Cl)c1Cl,6.65,train
C=C/C=C/C,2.44,train
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N(C)CCOCOCCOC)OC1=O,2.03,train
Cc1[nH]n(-c2ccccc2)c(=Nc2ccccc2)c1[N+](=O)[O-],2.98,train
CN(C)C(=O)N(C)C,0.19,train
N=c1[nH]cnc2c1nc(Br)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.58,train
OCCCc1ccccc1,1.88,train
COc1nc(N(C)C)nc(C(Cl)(Cl)Cl)n1,3.33,train
CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,2.64,train
C=CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.42,train
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.26,train
OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1.76,train
CCC(C(=O)OCc1ccc(C)cc1)C(COC(=O)c1ccccc1)Cc1cncn1C,4.85,train
CCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.67,train
Cc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.49,train
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,3.28,train
CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,2.94,train
CC(=O)Nc1cc(C)c(O)cc1C,0.6,train
c1nc(N2CCOCC2)c2sccc2n1,1.65,train
CCCCN=C=S,2.92,train
COC(=O)C(C)=COP(=O)(OC)OC,0.13,train
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02,train
CC(=O)Nc1ccc(O)c(C)c1C,0.57,train
NC(=O)Cc1ccncc1,-0.65,train
Cc1c2cc[nH]cc2cc2c1nc1ccccc12,4.06,train
Cc1ccc(S(N)(=O)=O)c(NC(=O)C(C)C)c1,1.45,train
CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.53,train
Cc1nonc1C(N)=O,0.31,train
CNC(=O)ON=C1SCCSC1(C)C,1.51,train
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)OCC1OC1CC(O)C(O)C(C)O1,-0.96,train
CCC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.8,train
COc1cc(OCc2ccccc2CCCN2CCC(O)CC2)cc(OC)c1OC,2.6,train
CNC(=O)NS(=O)(=O)c1cccnc1,-0.45,train
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6.06,train
C=c1c(O)ccc(O)c1=C,1.23,train
O=c1ccc(=O)[nH][nH]1,-0.9,train
N#CN=[N+]([O-])c1ncccn1,-0.13,train
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.99,train
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,4.54,train
O=Cn1c2c(c3ccccc31)CCNC2,0.26,train
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,-0.89,train
O=C(O)C(Cc1ccc(O)cc1)n1cccc1,1.56,train
CCCCCc1ccc(CC(=O)O)cc1,3.75,train
Oc1ccc2ccc(O)cc2c1,1.9,train
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,2.82,train
Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CC2)cc1,2.52,train
CCCCCCCCC(=O)OC,4.32,train
CCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CC,0.23,train
O=C(O)CCc1ccc(O)cc1,1.16,train
COC1=NC(C)=NC(Cl)C1N=c1[nH]cc[nH]1,0.9,train
COC1C(Cl)C(Cl)C(Cl)C(Cl)C1OC,2.82,train
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.63,train
C=CC(N)=O,-0.67,train
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,1.67,train
NC(=O)Nc1cccc(OCC(=O)O)c1,0.26,train
COc1ccc(CCN)cc1OC,0.77,train
COc1ccc([C@@H]2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C(F)(F)F)cc1,4.62,train
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,2.2,train
OCCCCc1cccnc1,0.92,train
CCOC(=O)CC(C)n1nnc2ccccc21,2.27,train
CCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.81,train
CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1,3.76,train
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.6,train
COC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,4.5,train
CCCCCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,8.42,train
c1ccc(-n2cccn2)cc1,2.2,train
NC(=O)CCn1nnc2ccccc21,0.27,train
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,2.79,train
CCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,3.0,train
O=C1C(Br)=C(N2CC2)C(=O)C(Br)=C1N1CC1,2.03,train
CN(Cc1ccc([N+](=O)[O-])cc1)N=Nc1ccc(C(=O)O)cc1,4.03,train
NC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1,1.72,train
COc1nccnc1C,1.24,train
Cc1ccccc1NN=C(C#N)C#N,2.38,train
C1CCOC1,0.46,train
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,0.15,train
Cc1cc(=S)ss1,1.89,train
CCCn1nnc2ccccc21,2.13,train
COc1cc(S(=O)(=O)CCN(C)Cc2ccccc2)cc(OC)c1OC,2.18,train
Nc1ccc(CC(N)C(=O)O)cc1,-2.2,train
CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.26,train
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,7.73,train
COc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.96,train
Cc1c[nH]cn1,0.23,train
CCCc1ccc(OCC(C)O)c2c(=O)cc(C(=O)O)oc12,3.0,train
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1Cl,5.04,train
Cc1cc2[nH]cccc2c2nc(=N)n(C)c12,1.98,train
COc1ccc(-c2ssc(=S)c2C)cc1,4.1,train
Cc1ccc(Cl)c(Cl)c1,3.95,train
O=c1nc(N=CN2CCCC2)ccn1C1OC(CO)C(O)C1O,-1.15,train
CCCCc1cccc(C2(C(Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,2.3,train
NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,-1.14,train
OCC#CC(O)(c1ccc(F)cc1)c1ccc(F)cc1,3.61,train
CCCC(=O)n1ncc2c(=O)[nH]cnc21,0.85,train
CCOS(=O)(=O)c1cccc2c1C(C)(C)CO2,2.41,train
CN(C)N=Nc1ccc(C(F)(F)F)cc1,4.0,train
OCCc1ccncc1,0.1,train
Nc1cccc(CO)c1,-0.05,train
Cc1ccc(S(=O)(=O)N(CCO)Cc2ccccc2)cc1,3.69,train
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,3.8,train
Cc1cc(C)ncn1,0.62,train
O=CN=c1[nH]c(-c2ccc([N+](=O)[O-])o2)cs1,-1.14,train
N=c1[nH]o[nH]c1=N,-0.49,train
CCOc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,1.72,train
CCC(C)C(N)C(=O)NC(C(=O)O)C(C)CC,-1.82,train
CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3.94,train
C=C(C)C(=O)OCC(C)(O)COc1cccc2ccccc12,3.77,train
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,1.45,train
Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1,0.88,train
CSc1cnc2ccccc2n1,2.79,train
CC(C)(C)C(COc1ccc(Br)cc1)OC(=O)n1ccnc1,4.37,train
NC(=O)c1ccccc1O,1.28,train
CCCCCCCCCCCc1cccc(O)c1,6.98,train
NC(=O)c1cc2ccccc2[nH]1,1.61,train
CCCOc1ccc(-n2c(O)cc(N3CCNC3=S)c2O)cc1,2.68,train
CCCCCCCCCCCC(CC)c1ccccc1,9.29,train
CC(=O)CC(=O)C(C)(C)C,1.67,train
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,3.95,train
COC(=O)c1cccnc1,0.83,train
CC(=O)Nc1cc(O)n(-c2ccccc2)c1O,-0.33,train
CCCCCCCCN,2.9,train
Cc1cccc(C)c1C(=N)c1ccccc1,3.53,train
CN(C)C(N(C)C)=S(I)c1ccccc1I,0.3,train
c1ccc(-c2ccncn2)cc1,1.92,train
Oc1ccc(C(c2ccc(O)cc2)c2nccs2)cc1,2.96,train
CCOP(=O)(SC(C)CC)SC(C)CC,3.9,train
CC(C)C12CCC(C)(CC1)O2,2.97,train
CCCCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(=N)[nH]c2=O)C(O)C1O,5.03,train
COc1ccc2c(c1)N=C(SCC(=O)O)NS2(=O)=O,0.37,train
NC(C=O)C(O)O,-3.07,train
NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,-1.25,train
O=NN(CCCl)C(=O)NC1CC2CCC1C2,2.98,train
Oc1ccc(O)n1-c1ccccc1I,0.8,train
O=C(O)c1c(F)cccc1F,1.59,train
c1ccc(Nc2ccc3ccccc3c2)cc1,4.38,train
C=CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.68,train
CCCN1Cn2c(nc3ccccc3c2=O)C1C,1.4,train
CN(C(=O)CCO)c1ccc(S(=O)(=O)N(C)C)cc1,-0.26,train
CC(C)(C)C(COc1ccccc1)OC(=O)n1ccnc1,3.58,train
C[C@@H]1CCCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCSc2nc3ccccc3s2)C1,5.05,train
c1ccc2c(c1)Oc1ccccc1O2,4.3,train
CC(=O)OC1CC2CCC1(C)C2(C)C,4.3,train
CCCCN(CCCC)N=O,2.63,train
O=C(Cn1cnc(I)c1[N+](=O)[O-])NCc1ccc[n+]([O-])c1,-1.4,train
CCCCNCCC,2.12,train
COc1ccc(F)cc1,2.26,train
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.15,train
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,train
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34,train
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.81,train
CSc1ccc2c(c1)=C(c1ccccc1)NCC(=O)N=2,2.92,train
COc1ccc(NC(=O)CN2CCCCC2)cc1,2.52,train
COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2=CCC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,3.04,train
NC1CCc2ccccc2C1,2.08,train
CCc1ccc(S(N)(=O)=O)cc1,1.31,train
CNP(=O)(OC)Oc1ccc(Cl)cc1,1.85,train
Oc1cc(O)c(-c2ccccc2)[nH]1,0.48,train
COc1cccc(C(=O)O)c1,2.02,train
Cc1ccc(-c2ccccc2Cl)c(Cl)c1,5.0,train
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.53,train
NC(=O)Nc1ccc(Br)cc1,1.98,train
CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.08,train
CN(C)c1ccc(Cl)nn1,0.98,train
Brc1cc(Br)c(Br)cc1Br,5.13,train
NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,0.88,train
COc1c(Cl)ccc(Cl)c1C(=O)Nc1ccc(C)cc1C,4.0,train
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.05,train
CCCCCNC(=O)NN,-0.04,train
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(F)cc1,0.86,train
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,4.83,train
CC(C)(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.61,train
O=c1[nH]nc(CSc2ccccc2)[nH]1,1.46,train
O=C(Nc1cccc2cccnc12)C(F)(F)F,3.24,train
Cc1ccccc1N1C(=O)c2ccc(C(=O)OCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)cc2C1=O,4.55,train
O=Cc1ccc(O)cc1,1.35,train
C#CCOC1=Nc2cc(OC(=O)N3CCCC3)c(Cl)cc2OC1,2.93,train
CCOc1cccc(NC(=O)OC)c1,2.31,train
CCN(CC)CC,1.45,train
CCCCCCCCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,4.07,train
O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,4.73,train
O=c1[nH]c2c(O)ccc(CCNCCNCCCOCCc3ccccc3)c2s1,0.88,train
COC12C(=COC(N)=O)c3c(O)c(Nc4ccccc4)c(C)c(O)c3N1CC1NC12,1.3,train
CCCOC,1.21,train
COc1ccccc1SCc1ccccc1CCCN1CCC(O)CC1,3.58,train
Oc1ccc2ncccc2c1,1.8,train
CCCCNC(=O)c1cccnc1,0.9,train
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1.26,train
CCc1cccc(NC(=O)Cc2ccccc2)c1,3.47,train
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,3.1,train
N#Cc1c(N)sc2ccccc12,2.17,train
CC12CCC(C1)C(C)(C)C2=O,3.52,train
COC(C)(C)C,0.94,train
CN(CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12)CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12,4.44,train
c1ccc2c(c1)ccc1sccc12,4.41,train
c1ccc(-c2cc(-c3ccccc3)c(=NCCN3CCOCC3)[nH]n2)cc1,3.38,train
CC(=O)OC1CC2C(CCC3CC(OC4CC(O)C(OC5CC(O)C(OC6CC(O)C(O)C(C)O6)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(c3coc(O)c3)C12C,2.29,train
NC(=O)c1ccc[nH]1,0.09,train
CCCCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.05,train
CCCNC(=O)c1cccn1C,1.63,train
COc1[nH]cnc1[N+](=O)[O-],0.13,train
CCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,4.24,train
OC[C@H]1CCCN(c2ncnc3scc(-c4ccccc4)c23)C1,3.9,train
COc1ccccc1NC(=O)C(Cl)Cl,2.41,train
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1,3.28,train
Cc1cccc(-n2c(O)ccc2O)c1,0.57,train
CC[N+](C)(C)[N-]C(=O)C(O)(c1ccc(C)cc1)c1ccc(C)cc1,1.75,train
COC(=O)CC(C)C,1.82,train
CN(Cc1ccc([N+](=O)[O-])cc1)N=O,0.82,train
CN(C)C(=O)Oc1ccccc1Br,2.17,train
CC=NN(C(=O)c1ccccc1)c1ccccc1,2.76,train
NC(=O)CCCCc1ccncc1,0.42,train
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,7.44,train
NS(=O)(=O)c1cc2c(s1)SCCC2=O,0.74,train
ClC(Cl)=Nc1ccccc1,2.54,train
CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,5.03,train
NC(=O)c1cnccn1,-0.6,train
O=C(O[Na])C1CC1C#Cc1ccccc1,-0.61,train
O=C(Cc1ccccc1)Nc1cccc(I)c1,3.91,train
N=c1nc(C(Cl)(Cl)Cl)[nH]c(C(Cl)(Cl)Cl)n1,2.47,train
CC1=C(C(=O)Nc2ccccc2)S(=O)CCO1,0.64,train
OCC1CO1,-0.95,train
CN=CCC(C)c1ccccn1,1.13,train
CN(C)C(=O)OCc1ccc(I)cc1,3.32,train
CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.25,train
Cc1ccnc2c(O)ccc(C)c12,2.71,train
CC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-1.07,train
COc1cccnc1CCCCN=c1[nH]cc(Cc2ccc(C)nc2)c(=O)[nH]1,2.58,train
CN(C(=S)c1ccccc1)c1ccccc1,3.12,train
CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)(C)C,-0.74,train
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,3.2,train
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,-0.64,train
CC(C)CC(NC(=O)CN)C(=O)NCC(=O)O,-1.23,train
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC21C,3.82,train
CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4,2.62,train
COc1c(OC)c(OC(=O)C(C)C)c2ccccc2c1OC(=O)C(C)C,4.61,train
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,7.0,train
CNC(=O)COc1cccc(OCC(O)CNC(C)C)c1,0.35,train
